llamada_id,fecha,hora,franja_horaria,dia_semana,cliente,canal,agente_id,agente_antiguedad_meses,duracion_llamada,tiempo_espera,agentes_disponibles,motivo_llamada,fcr,escalada,csat,abandono
LC000475,2025-07-06,19:10,Tarde,Domingo,Banca,Inbound,AG032,47,391.5,2322.8,6,Cancelacion,1.0,0,3.5,0
LC000476,2025-07-06,20:09,Noche,Domingo,Banca,Chat,AG030,41,462.9,5.0,8,Otros,1.0,0,4.5,0
LC000477,2025-07-06,20:16,Noche,Domingo,Telco,Inbound,AG006,36,333.2,14.3,3,Facturacion,1.0,0,3.0,0
LC000478,2025-07-06,20:19,Noche,Domingo,Telco,Inbound,AG038,18,338.6,13.3,12,Facturacion,1.0,0,,0
LC000479,2025-07-06,20:20,Noche,Domingo,Retail,Outbound,AG033,29,403.0,5.0,10,Facturacion,1.0,1,4.5,0
LC000480,2025-07-06,20:30,Noche,Domingo,Telco,Inbound,AG044,30,646.3,5.0,10,Facturacion,1.0,0,4.0,0
LC000481,2025-07-06,21:04,Noche,Domingo,Telco,Inbound,AG023,36,255.5,17.3,6,Otros,1.0,0,,0
LC000482,2025-07-06,21:05,Noche,Domingo,Telco,Inbound,AG010,14,423.1,68.6,3,Cancelacion,1.0,0,,0
LC000483,2025-07-06,21:41,Noche,Domingo,Telco,Inbound,AG015,22,634.7,5.1,13,Otros,1.0,0,,0
LC000484,2025-07-06,21:48,Noche,Domingo,Telco,Inbound,AG023,36,0.0,6.8,8,Facturacion,,0,,1
LC000485,2025-07-06,21:50,Noche,Domingo,Telco,Inbound,AG036,34,0.0,5.5,9,Otros,,0,,1
LC000486,2025-07-06,22:27,Noche,Domingo,Banca,Inbound,AG001,28,461.5,5.0,3,Facturacion,1.0,0,,0
LC000487,2025-07-06,23:18,Noche,Domingo,Telco,Inbound,AG008,43,394.7,31.8,10,Otros,1.0,0,3.5,0
LC000488,2025-07-06,23:22,Noche,Domingo,Banca,Chat,AG003,45,194.1,5.0,6,Facturacion,1.0,0,4.5,0
LC000489,2025-07-06,23:26,Noche,Domingo,Banca,Inbound,AG014,19,0.0,28.3,3,Cancelacion,,0,,1
LC000490,2025-07-07,00:15,Noche,Lunes,Telco,Chat,AG017,5,218.5,16.5,11,Facturacion,0.0,0,,0
LC000491,2025-07-07,00:18,Noche,Lunes,Banca,Inbound,AG034,31,269.5,22.2,10,Facturacion,1.0,0,4.5,0
LC000492,2025-07-07,00:21,Noche,Lunes,Banca,Outbound,AG006,36,83.2,5.0,11,Cancelacion,1.0,0,,0
LC000493,2025-07-07,00:23,Noche,Lunes,Banca,Inbound,AG005,13,149.2,5.0,6,Otros,0.0,0,,0
LC000494,2025-07-07,00:24,Noche,Lunes,Banca,Inbound,AG041,1,464.5,16.7,10,Cancelacion,0.0,1,,0
LC000495,2025-07-07,00:27,Noche,Lunes,Banca,Inbound,AG040,40,659.4,5.0,10,Facturacion,,0,,0
LC000496,2025-07-07,00:51,Noche,Lunes,Telco,Chat,AG029,33,150.8,5.5,12,Soporte tecnico,1.0,0,,0
LC000497,2025-07-07,00:58,Noche,Lunes,Banca,Inbound,AG035,1,36.5,5.0,13,Facturacion,1.0,0,,0
LC000498,2025-07-07,01:12,Noche,Lunes,Telco,Inbound,AG018,33,0.0,5.0,4,Otros,,0,,1
LC000499,2025-07-07,01:28,Noche,Lunes,Banca,Inbound,AG040,40,373.0,7.3,12,Facturacion,1.0,0,3.5,0
LC000500,2025-07-07,01:58,Noche,Lunes,Telco,Inbound,AG030,41,0.0,5.0,10,Otros,,0,,1
LC000501,2025-07-07,02:38,Noche,Lunes,Retail,Outbound,AG015,22,330.3,15.4,8,Soporte tecnico,1.0,0,,0
LC000502,2025-07-07,03:38,Noche,Lunes,Banca,Outbound,AG015,22,223.4,34.8,5,Soporte tecnico,1.0,0,4.5,0
LC000503,2025-07-07,03:43,Noche,Lunes,Banca,Inbound,AG016,1,384.7,5.0,10,Otros,0.0,0,3.5,0
LC000504,2025-07-07,04:10,Noche,Lunes,Banca,Inbound,AG033,29,100.8,46.2,3,Cancelacion,1.0,0,,0
LC000505,2025-07-07,04:30,Noche,Lunes,Retail,Inbound,AG010,14,346.4,27.7,4,Facturacion,1.0,0,,0
LC000506,2025-07-07,04:33,Noche,Lunes,Banca,Chat,AG019,19,413.2,5.0,9,Facturacion,0.0,0,,0
LC000507,2025-07-07,04:44,Noche,Lunes,Telco,Inbound,AG037,18,531.7,5.0,14,Facturacion,1.0,0,,0
LC000508,2025-07-07,05:46,Noche,Lunes,Retail,Inbound,AG003,45,29.7,23.7,10,Soporte tecnico,1.0,0,4.0,0
LC000509,2025-07-07,05:47,Noche,Lunes,Banca,Inbound,AG036,34,218.7,5.0,11,Facturacion,1.0,0,3.0,0
LC000510,2025-07-07,06:05,Noche,Lunes,Banca,Inbound,AG004,16,250.0,5.0,3,Cancelacion,1.0,0,4.5,0
LC000511,2025-07-07,06:19,Noche,Lunes,Retail,Outbound,AG011,32,0.0,3416.3,11,Facturacion,,0,,1
LC000512,2025-07-07,06:47,Noche,Lunes,Telco,Inbound,AG041,1,54.8,62.6,4,Otros,1.0,0,,0
LC000513,2025-07-07,06:49,Noche,Lunes,Telco,Outbound,AG033,29,145.5,10.1,10,Cancelacion,1.0,1,,0
LC000514,2025-07-07,07:07,Manana,Lunes,Banca,Inbound,AG028,23,736.6,14.7,14,Otros,1.0,0,5.0,0
LC000515,2025-07-07,07:07,Manana,Lunes,Banca,Outbound,AG032,47,204.0,5.0,9,Facturacion,1.0,0,,0
LC000516,2025-07-07,07:28,Manana,Lunes,Telco,Inbound,AG016,1,196.3,13.5,8,Cancelacion,0.0,0,,0
LC000517,2025-07-07,07:53,Manana,Lunes,Banca,Chat,AG009,23,234.6,30.9,8,Otros,1.0,0,4.0,0
LC000518,2025-07-07,07:53,Manana,Lunes,Banca,Inbound,AG011,32,444.6,14.1,5,Facturacion,0.0,0,4.0,0
LC000519,2025-07-07,08:32,Manana,Lunes,Banca,Outbound,AG006,36,375.3,47.0,4,Otros,1.0,0,,0
LC000520,2025-07-07,09:35,Manana,Lunes,Retail,Outbound,AG027,11,321.4,58.8,2,Facturacion,0.0,0,3.0,0
LC000521,2025-07-07,09:44,Manana,Lunes,Telco,Inbound,AG012,3,232.5,15.2,4,Facturacion,0.0,0,2.5,0
LC000522,2025-07-07,09:50,Manana,Lunes,Banca,Inbound,AG022,15,170.8,16.3,5,Soporte tecnico,1.0,0,,0
LC000523,2025-07-07,09:55,Manana,Lunes,Banca,Chat,AG040,40,195.9,49.8,4,Facturacion,,0,3.5,0
LC000524,2025-07-07,10:25,Manana,Lunes,Telco,Inbound,AG037,18,0.0,92.8,2,Otros,,0,,1
LC000525,2025-07-07,11:16,Manana,Lunes,Telco,Chat,AG021,6,177.9,149.2,2,Facturacion,1.0,0,,0
LC000526,2025-07-07,11:28,Manana,Lunes,Telco,Inbound,AG033,29,94.6,86.7,1,Soporte tecnico,1.0,0,,0
LC000527,2025-07-07,11:36,Manana,Lunes,Banca,Inbound,AG017,5,305.2,65.7,1,Soporte tecnico,1.0,0,4.5,0
LC000528,2025-07-07,11:40,Manana,Lunes,Telco,Inbound,AG029,33,291.4,170.1,1,Cancelacion,1.0,0,4.0,0
LC000529,2025-07-07,12:12,Manana,Lunes,Telco,Inbound,AG040,40,0.0,32.8,2,Facturacion,,0,,1
LC000530,2025-07-07,12:36,Manana,Lunes,Telco,Inbound,AG010,14,409.5,27.5,5,Cancelacion,1.0,0,5.0,0
LC000531,2025-07-07,12:37,Manana,Lunes,Banca,Inbound,AG018,33,185.3,160.0,1,Facturacion,1.0,1,5.0,0
LC000532,2025-07-07,12:59,Manana,Lunes,Banca,Chat,AG013,27,0.0,96.7,4,Cancelacion,,0,,1
LC000533,2025-07-07,13:30,Tarde,Lunes,Banca,Outbound,AG027,11,60.1,27.7,9,Otros,1.0,0,4.0,0
LC000534,2025-07-07,13:53,Tarde,Lunes,Telco,Inbound,AG010,14,320.6,23.6,5,Facturacion,1.0,0,3.5,0
LC000535,2025-07-07,13:58,Tarde,Lunes,Banca,Inbound,AG032,47,187.9,5.0,11,Facturacion,1.0,0,,0
LC000536,2025-07-07,14:25,Tarde,Lunes,Banca,Outbound,AG041,1,425.5,46.0,3,Soporte tecnico,1.0,0,,0
LC000537,2025-07-07,14:28,Tarde,Lunes,Telco,Inbound,AG045,4,948.7,5.0,12,Facturacion,1.0,0,,0
LC000538,2025-07-07,14:34,Tarde,Lunes,Telco,Outbound,AG003,45,519.4,61.5,3,Facturacion,1.0,0,2.5,0
LC000539,2025-07-07,14:35,Tarde,Lunes,Retail,Inbound,AG022,15,183.6,5.0,6,Facturacion,1.0,0,,0
LC000540,2025-07-07,14:38,Tarde,Lunes,Banca,Outbound,AG027,11,113.6,5.0,14,Soporte tecnico,1.0,0,3.5,0
LC000541,2025-07-07,15:21,Tarde,Lunes,Banca,Inbound,AG003,45,365.3,16.5,8,Facturacion,1.0,0,3.5,0
LC000542,2025-07-07,15:22,Tarde,Lunes,Telco,Outbound,AG033,29,565.0,5.0,11,Soporte tecnico,1.0,0,,0
LC000543,2025-07-07,15:52,Tarde,Lunes,Retail,Inbound,AG002,22,181.3,5.0,11,Soporte tecnico,0.0,1,,0
LC000544,2025-07-07,16:35,Tarde,Lunes,Banca,Inbound,AG011,32,245.7,13.6,4,Cancelacion,1.0,0,3.0,0
LC000545,2025-07-07,16:56,Tarde,Lunes,Retail,Inbound,AG010,14,228.5,5.0,7,Otros,1.0,0,,0
LC000546,2025-07-07,17:20,Tarde,Lunes,Retail,Inbound,AG039,6,,31.4,7,Soporte tecnico,,0,,1
LC000547,2025-07-07,17:56,Tarde,Lunes,Retail,Inbound,AG033,29,396.1,5.0,4,Soporte tecnico,1.0,0,4.5,0
LC000548,2025-07-07,18:07,Tarde,Lunes,Retail,Outbound,AG007,36,413.4,5.0,13,Facturacion,1.0,0,,0
LC000549,2025-07-07,18:14,Tarde,Lunes,Telco,Inbound,AG015,22,118.2,5.0,11,Soporte tecnico,1.0,1,3.0,0
LC000550,2025-07-07,18:17,Tarde,Lunes,Retail,Inbound,AG026,27,81.2,5.0,11,Otros,1.0,0,,0
LC000551,2025-07-07,18:18,Tarde,Lunes,Telco,Inbound,AG011,32,194.2,5.0,14,Cancelacion,1.0,1,,0
LC000552,2025-07-07,18:51,Tarde,Lunes,Retail,Outbound,AG038,18,76.9,7.6,6,Facturacion,1.0,0,,0
LC000553,2025-07-07,19:04,Tarde,Lunes,Telco,Outbound,AG027,11,91.5,31.5,5,Otros,1.0,0,2.5,0
LC000554,2025-07-07,19:13,Tarde,Lunes,Banca,Outbound,AG039,6,342.1,35.4,7,Cancelacion,1.0,0,,0
LC000555,2025-07-07,19:13,Tarde,Lunes,Telco,Chat,AG007,36,250.1,5.0,7,Facturacion,1.0,0,,0
LC000556,2025-07-07,19:13,Tarde,Lunes,Banca,Chat,AG001,28,770.3,13.3,9,Cancelacion,1.0,0,,0
LC000557,2025-07-07,19:22,Tarde,Lunes,Telco,Outbound,AG010,14,312.3,29.8,10,Facturacion,1.0,0,,0
LC000558,2025-07-07,20:09,Noche,Lunes,Telco,Inbound,AG021,6,958.3,5.7,7,Soporte tecnico,0.0,0,4.5,0
LC000559,2025-07-07,20:49,Noche,Lunes,Retail,Inbound,AG015,22,441.4,23.9,10,Facturacion,1.0,0,4.0,0
LC000560,2025-07-07,21:02,Noche,Lunes,Banca,Inbound,AG030,41,99.5,,3,Facturacion,1.0,0,3.0,0
LC000561,2025-07-07,21:43,Noche,Lunes,Telco,Chat,AG030,41,0.0,16.3,14,Cancelacion,,0,,1
LC000562,2025-07-07,21:43,Noche,Lunes,Telco,Inbound,AG008,43,304.3,5.8,11,Otros,1.0,0,,0
LC000563,2025-07-07,21:53,Noche,Lunes,Telco,Inbound,AG024,33,0.0,38.1,5,Facturacion,,0,,1
LC000564,2025-07-07,22:00,Noche,Lunes,Banca,Chat,AG019,19,270.1,5.0,9,Facturacion,1.0,0,4.0,0
LC000565,2025-07-07,22:42,Noche,Lunes,Retail,Inbound,AG003,45,0.0,5.0,4,Soporte tecnico,,0,,1
LC000566,2025-07-07,23:07,Noche,Lunes,Banca,Outbound,AG015,22,94.6,24.2,4,Otros,1.0,1,,0
LC000567,2025-07-07,23:36,Noche,Lunes,Telco,Outbound,AG036,34,470.4,5.0,7,Facturacion,1.0,0,4.5,0
LC000568,2025-07-07,23:40,Noche,Lunes,Telco,Outbound,AG006,36,176.1,20.8,9,Otros,1.0,0,,0
LC000569,2025-07-07,23:56,Noche,Lunes,Retail,Outbound,AG042,47,29.8,14.4,14,Otros,1.0,0,,0
LC000570,2025-07-08,00:10,Noche,Martes,Telco,Outbound,AG018,33,371.5,11.4,13,Soporte tecnico,1.0,0,,0
LC000571,2025-07-08,00:11,Noche,Martes,Banca,Outbound,AG038,18,396.0,7.2,11,Facturacion,0.0,0,4.5,0
LC000572,2025-07-08,00:12,Noche,Martes,Telco,Inbound,AG019,19,274.7,56.0,5,Facturacion,1.0,0,,0
LC000573,2025-07-08,00:17,Noche,Martes,Banca,Outbound,AG030,41,328.5,7.8,13,Facturacion,1.0,0,4.0,0
LC000574,2025-07-08,00:21,Noche,Martes,Retail,Outbound,AG013,27,396.1,5.0,5,Facturacion,1.0,0,3.5,0
LC000575,2025-07-08,00:23,Noche,Martes,Telco,Inbound,AG039,6,230.9,16.1,6,Otros,0.0,0,3.5,0
LC000576,2025-07-08,00:27,Noche,Martes,Banca,Inbound,AG012,3,188.5,7.6,13,Facturacion,1.0,0,4.5,0
LC000577,2025-07-08,00:30,Noche,Martes,Banca,Inbound,AG034,31,135.8,11.7,10,Facturacion,1.0,0,,0
LC000578,2025-07-08,01:31,Noche,Martes,Telco,Inbound,AG012,3,228.3,5.0,4,Soporte tecnico,0.0,0,3.5,0
LC000579,2025-07-08,01:34,Noche,Martes,Telco,Inbound,AG044,30,127.0,16.5,8,Otros,,0,4.0,0
LC000580,2025-07-08,01:37,Noche,Martes,Banca,Outbound,AG024,33,78.1,5.9,10,Facturacion,1.0,1,2.0,0
LC000581,2025-07-08,01:38,Noche,Martes,Telco,Inbound,AG004,16,838.2,8.4,13,Cancelacion,1.0,0,,0
LC000582,2025-07-08,01:44,Noche,Martes,Retail,Inbound,AG036,34,431.9,,11,Soporte tecnico,1.0,0,4.0,0
LC000583,2025-07-08,01:49,Noche,Martes,Telco,Inbound,AG014,19,0.0,11.0,4,Cancelacion,,0,,1
LC000584,2025-07-08,01:57,Noche,Martes,Telco,Inbound,AG017,5,334.8,10.1,9,Otros,1.0,0,,0
LC000585,2025-07-08,02:02,Noche,Martes,Telco,Inbound,AG003,45,0.0,32.1,5,Facturacion,,0,,1
LC000586,2025-07-08,02:09,Noche,Martes,Telco,Inbound,AG038,18,300.2,5.0,14,Soporte tecnico,1.0,1,,0
LC000587,2025-07-08,02:10,Noche,Martes,Banca,Chat,AG023,36,221.2,9.5,5,Cancelacion,1.0,1,,0
LC000588,2025-07-08,02:17,Noche,Martes,Telco,Outbound,AG013,27,0.0,5.0,7,Otros,,0,,1
LC000589,2025-07-08,02:19,Noche,Martes,Banca,Chat,AG009,23,97.7,17.6,12,Facturacion,1.0,0,4.0,0
LC000590,2025-07-08,02:25,Noche,Martes,Retail,Inbound,AG021,6,198.1,16.9,10,Facturacion,1.0,0,,0
LC000591,2025-07-08,02:27,Noche,Martes,Banca,Chat,AG041,1,140.1,6.1,7,Facturacion,1.0,0,4.0,0
LC000592,2025-07-08,02:53,Noche,Martes,Telco,Outbound,AG008,43,317.2,5.0,10,Otros,1.0,0,,0
LC000593,2025-07-08,03:09,Noche,Martes,Retail,Chat,AG017,5,180.8,9.7,6,Otros,0.0,0,,0
LC000594,2025-07-08,03:33,Noche,Martes,Telco,Inbound,AG016,1,348.8,5.0,13,Soporte tecnico,1.0,0,,0
LC000595,2025-07-08,03:55,Noche,Martes,Banca,Inbound,AG016,1,484.3,5.0,9,Facturacion,,0,4.5,0
LC000596,2025-07-08,03:57,Noche,Martes,Telco,Inbound,AG028,23,92.7,5.0,7,Facturacion,1.0,0,2.5,0
LC000597,2025-07-08,03:59,Noche,Martes,Telco,Chat,AG016,1,114.1,5.0,12,Soporte tecnico,1.0,0,2.5,0
LC000598,2025-07-08,04:27,Noche,Martes,Retail,Outbound,AG014,19,68.5,25.5,5,Otros,1.0,0,3.0,0
LC000599,2025-07-08,04:30,Noche,Martes,Telco,Inbound,AG044,30,0.0,19.7,7,Otros,,0,,1
LC000600,2025-07-08,04:34,Noche,Martes,Banca,Inbound,AG038,18,649.5,12.8,11,Cancelacion,1.0,1,4.5,0
LC000601,2025-07-08,04:51,Noche,Martes,Telco,Outbound,AG020,36,299.2,21.7,9,Soporte tecnico,1.0,0,4.0,0
LC000602,2025-07-08,04:53,Noche,Martes,Banca,Chat,AG045,4,223.8,18.0,10,Otros,1.0,0,,0
LC000603,2025-07-08,05:03,Noche,Martes,Banca,Outbound,AG041,1,373.8,10.3,11,Otros,0.0,0,2.0,0
LC000604,2025-07-08,05:05,Noche,Martes,Telco,Outbound,AG034,31,0.0,8.8,3,Facturacion,,0,,1
LC000605,2025-07-08,05:16,Noche,Martes,Banca,Inbound,AG029,33,276.8,5.5,9,Cancelacion,1.0,0,,0
LC000606,2025-07-08,05:18,Noche,Martes,Banca,Inbound,AG003,45,528.8,5.0,14,Soporte tecnico,1.0,1,2.0,0
LC000607,2025-07-08,05:23,Noche,Martes,Banca,Chat,AG010,14,434.0,11.8,12,Cancelacion,1.0,0,,0
LC000608,2025-07-08,05:24,Noche,Martes,Banca,Outbound,AG020,36,116.2,8.8,10,Otros,1.0,0,2.5,0
LC000609,2025-07-08,05:51,Noche,Martes,Banca,Outbound,AG002,22,224.7,15.5,10,Facturacion,1.0,0,,0
LC000610,2025-07-08,05:54,Noche,Martes,Telco,Inbound,AG027,11,144.5,5.0,11,Cancelacion,1.0,0,,0
LC000611,2025-07-08,06:00,Noche,Martes,Banca,Inbound,AG032,47,82.8,5.0,8,Soporte tecnico,1.0,0,,0
LC000612,2025-07-08,06:02,Noche,Martes,Banca,Inbound,AG010,14,53.1,5.0,9,Otros,1.0,0,5.0,0
LC000613,2025-07-08,06:12,Noche,Martes,Telco,Inbound,AG040,40,439.1,10.1,10,Facturacion,1.0,0,4.0,0
LC000614,2025-07-08,06:13,Noche,Martes,Retail,Inbound,AG017,5,157.0,35.0,11,Cancelacion,1.0,1,,0
LC000615,2025-07-08,06:14,Noche,Martes,Telco,Chat,AG033,29,0.0,20.9,4,Facturacion,,0,,1
LC000616,2025-07-08,06:18,Noche,Martes,Telco,Outbound,AG006,36,136.5,5.0,6,Facturacion,1.0,0,4.0,0
LC000617,2025-07-08,06:41,Noche,Martes,Telco,Inbound,AG039,6,261.4,17.7,6,Facturacion,0.0,0,,0
LC000618,2025-07-08,06:54,Noche,Martes,Telco,Inbound,AG018,33,487.4,21.0,6,Soporte tecnico,1.0,0,,0
LC000619,2025-07-08,06:57,Noche,Martes,Telco,Outbound,AG009,23,529.8,29.6,3,Otros,0.0,0,,0
LC000620,2025-07-08,06:59,Noche,Martes,Retail,Inbound,AG008,43,204.8,5.0,13,Facturacion,0.0,1,,0
LC000621,2025-07-08,07:19,Manana,Martes,Telco,Outbound,AG025,24,70.2,66.1,4,Facturacion,1.0,0,4.5,0
LC000622,2025-07-08,07:56,Manana,Martes,Banca,Inbound,AG031,46,385.7,9.9,11,Facturacion,1.0,0,3.0,0
LC000623,2025-07-08,08:08,Manana,Martes,Telco,Inbound,AG042,47,137.8,138.1,5,Soporte tecnico,1.0,0,,0
LC000624,2025-07-08,08:11,Manana,Martes,Banca,Inbound,AG004,16,242.1,10.4,4,Facturacion,1.0,0,,0
LC000625,2025-07-08,08:33,Manana,Martes,Retail,Inbound,AG020,36,112.9,,2,Otros,1.0,0,5.0,0
LC000626,2025-07-08,09:01,Manana,Martes,Telco,Inbound,AG028,23,201.7,5.0,5,Soporte tecnico,1.0,0,,0
LC000627,2025-07-08,09:28,Manana,Martes,Retail,Outbound,AG040,40,0.0,15.5,5,Otros,,0,,1
LC000628,2025-07-08,11:16,Manana,Martes,Retail,Outbound,AG001,28,349.7,19.2,2,Cancelacion,1.0,0,4.5,0
LC000629,2025-07-08,11:35,Manana,Martes,Banca,Chat,AG040,40,221.3,200.6,1,Cancelacion,1.0,1,4.5,0
LC000630,2025-07-08,11:37,Manana,Martes,Telco,Chat,AG044,30,343.9,22.4,5,Otros,1.0,0,,0
LC000631,2025-07-08,11:41,Manana,Martes,Banca,Inbound,AG023,36,399.7,5.0,4,Otros,1.0,1,5.0,0
LC000632,2025-07-08,11:43,Manana,Martes,Retail,Inbound,AG013,27,117.8,49.5,1,Facturacion,1.0,0,4.0,0
LC000633,2025-07-08,12:01,Manana,Martes,Telco,Outbound,AG016,1,194.2,133.2,1,Otros,1.0,0,4.5,0
LC000634,2025-07-08,12:55,Manana,Martes,Banca,Inbound,AG026,27,208.4,74.5,1,Soporte tecnico,1.0,1,4.0,0
LC000635,2025-07-08,13:04,Tarde,Martes,Telco,Chat,AG031,46,397.5,9.5,5,Facturacion,1.0,0,3.0,0
LC000636,2025-07-08,13:13,Tarde,Martes,Telco,Inbound,AG001,28,,5.0,6,Soporte tecnico,,0,3.0,0
LC000637,2025-07-08,13:19,Tarde,Martes,Retail,Chat,AG017,5,156.9,23.9,5,Facturacion,1.0,0,,0
LC000638,2025-07-08,13:27,Tarde,Martes,Telco,Chat,AG016,1,202.9,5.0,10,Soporte tecnico,1.0,0,2.5,0
LC000639,2025-07-08,13:32,Tarde,Martes,Telco,Inbound,AG037,18,223.5,23.3,10,Otros,1.0,0,2.5,0
LC000640,2025-07-08,13:38,Tarde,Martes,Banca,Inbound,AG010,14,903.2,51.9,10,Facturacion,1.0,0,2.5,0
LC000641,2025-07-08,13:50,Tarde,Martes,Telco,Inbound,AG038,18,109.3,6.7,14,Facturacion,0.0,0,,0
LC000642,2025-07-08,14:05,Tarde,Martes,Telco,Inbound,AG044,30,409.5,5.0,3,Otros,1.0,0,2.5,0
LC000643,2025-07-08,14:18,Tarde,Martes,Banca,Outbound,AG031,46,145.8,18.5,7,Soporte tecnico,1.0,0,3.5,0
LC000644,2025-07-08,14:36,Tarde,Martes,Telco,Inbound,AG010,14,471.8,5.0,3,Facturacion,1.0,0,2.5,0
LC000645,2025-07-08,14:53,Tarde,Martes,Telco,Inbound,AG034,31,400.3,4084.2,11,Otros,1.0,0,4.5,0
LC000646,2025-07-08,14:53,Tarde,Martes,Telco,Chat,AG006,36,174.2,11.1,9,Otros,1.0,0,,0
LC000647,2025-07-08,14:57,Tarde,Martes,Banca,Chat,AG028,23,87.7,55.2,3,Facturacion,1.0,1,,0
LC000648,2025-07-08,15:00,Tarde,Martes,Retail,Inbound,AG028,23,0.0,10.2,11,Soporte tecnico,,0,,1
LC000649,2025-07-08,15:15,Tarde,Martes,Retail,Chat,AG013,27,0.0,10.5,8,Otros,,0,,1
LC000650,2025-07-08,15:28,Tarde,Martes,Telco,Inbound,AG041,1,0.0,,14,Facturacion,,0,,1
LC000651,2025-07-08,16:49,Tarde,Martes,Banca,Outbound,AG012,3,449.0,14.0,11,Soporte tecnico,1.0,0,3.5,0
LC000652,2025-07-08,17:03,Tarde,Martes,Retail,Inbound,AG040,40,134.6,29.4,9,Facturacion,1.0,0,3.0,0
LC000653,2025-07-08,17:49,Tarde,Martes,Telco,Chat,AG002,22,448.2,5.0,9,Cancelacion,0.0,0,,0
LC000654,2025-07-08,18:11,Tarde,Martes,Retail,Outbound,AG008,43,514.0,5.0,13,Facturacion,1.0,0,,0
LC000655,2025-07-08,18:27,Tarde,Martes,Retail,Inbound,AG042,47,258.3,5.0,9,Soporte tecnico,1.0,0,,0
LC000656,2025-07-08,18:30,Tarde,Martes,Telco,Inbound,AG009,23,346.5,23.0,10,Facturacion,1.0,0,2.5,0
LC000657,2025-07-08,18:40,Tarde,Martes,Telco,Inbound,AG008,43,177.8,5.0,3,Facturacion,1.0,0,5.0,0
LC000658,2025-07-08,19:28,Tarde,Martes,Telco,Outbound,AG003,45,77.2,9.5,12,Facturacion,1.0,0,5.0,0
LC000659,2025-07-08,19:28,Tarde,Martes,Telco,Chat,AG009,23,476.7,6.9,6,Facturacion,1.0,0,4.0,0
LC000660,2025-07-08,19:32,Tarde,Martes,Retail,Outbound,AG013,27,124.1,6.9,14,Otros,1.0,0,,0
LC000661,2025-07-08,20:10,Noche,Martes,Retail,Outbound,AG009,23,227.7,5.0,9,Otros,1.0,0,,0
LC000662,2025-07-08,20:36,Noche,Martes,Telco,Outbound,AG031,46,0.0,9.1,11,Cancelacion,,0,,1
LC000663,2025-07-08,20:57,Noche,Martes,Banca,Chat,AG025,24,199.1,56.1,4,Soporte tecnico,1.0,0,4.5,0
LC000664,2025-07-08,21:25,Noche,Martes,Banca,Outbound,AG044,30,0.0,5.0,8,Facturacion,,0,,1
LC000665,2025-07-08,21:33,Noche,Martes,Telco,Inbound,AG045,4,0.0,10.4,4,Facturacion,,0,,1
LC000666,2025-07-08,21:38,Noche,Martes,Banca,Outbound,AG008,43,108.6,5.0,6,Facturacion,1.0,0,,0
LC000667,2025-07-08,21:40,Noche,Martes,Retail,Inbound,AG031,46,312.2,5.0,9,Cancelacion,,0,3.0,0
LC000668,2025-07-08,21:57,Noche,Martes,Telco,Chat,AG045,4,361.0,5.0,4,Facturacion,1.0,0,,0
LC000669,2025-07-08,22:21,Noche,Martes,Telco,Inbound,AG045,4,262.1,11.6,11,Otros,1.0,0,3.5,0
LC000670,2025-07-08,22:42,Noche,Martes,Telco,Inbound,AG031,46,246.6,6.0,8,Cancelacion,1.0,0,3.0,0
LC000671,2025-07-08,23:34,Noche,Martes,Telco,Inbound,AG017,5,413.0,5.4,13,Otros,0.0,0,,0
LC000672,2025-07-08,23:47,Noche,Martes,Telco,Outbound,AG019,19,272.7,5.0,10,Soporte tecnico,1.0,0,,0
LC000673,2025-07-09,00:29,Noche,Miercoles,Telco,Inbound,AG003,45,578.2,14.2,11,Soporte tecnico,1.0,0,5.0,0
LC000674,2025-07-09,00:32,Noche,Miercoles,Banca,Chat,AG030,41,209.9,12.0,11,Facturacion,0.0,0,4.0,0
LC000675,2025-07-09,00:37,Noche,Miercoles,Banca,Inbound,AG010,14,0.0,23.9,5,Soporte tecnico,,0,,1
LC000676,2025-07-09,01:19,Noche,Miercoles,Telco,Inbound,AG029,33,250.7,12.0,14,Otros,1.0,0,4.0,0
LC000677,2025-07-09,01:23,Noche,Miercoles,Telco,Inbound,AG040,40,526.3,9.1,11,Facturacion,1.0,0,,0
LC000678,2025-07-09,01:47,Noche,Miercoles,Retail,Inbound,AG018,33,466.6,5.0,14,Facturacion,1.0,0,,0
LC000679,2025-07-09,01:53,Noche,Miercoles,Retail,Inbound,AG012,3,145.3,10.1,6,Facturacion,1.0,0,4.0,0
LC000680,2025-07-09,02:00,Noche,Miercoles,Telco,Inbound,AG023,36,199.8,,10,Otros,1.0,0,3.0,0
LC000681,2025-07-09,02:01,Noche,Miercoles,Telco,Inbound,AG011,32,203.9,5.0,14,Facturacion,1.0,0,4.0,0
LC000682,2025-07-09,02:23,Noche,Miercoles,Retail,Inbound,AG009,23,216.0,5.0,13,Otros,1.0,0,4.5,0
LC000683,2025-07-09,03:03,Noche,Miercoles,Telco,Inbound,AG024,33,0.0,5.0,8,Facturacion,,0,,1
LC000684,2025-07-09,03:20,Noche,Miercoles,Telco,Outbound,AG025,24,46.6,21.5,3,Otros,1.0,0,,0
LC000685,2025-07-09,03:22,Noche,Miercoles,Telco,Inbound,AG025,24,144.7,29.4,14,Soporte tecnico,1.0,1,,0
